titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,genero
Madrugada,Edla van Steen,9788532503725,8532503721,2001,138,português,Rocco,3.8,
Nao Faça Tempestade Em Copo D'Agua Para Homens,Richard Carlson,9788532514783,8532514782,2002,351,português,Rocco,3.3,
Sra. Fletcher,Tom Perrotta,9788542217452,8542217454,2019,304,português,,3.9,
Empresas feitas para servir,Dan J. Sanders,9788575426517,8575426516,2011,160,português,Sextante,4,
Marketing de Sucesso,Damrong Pinkoon,9788579307508,8579307503,2014,192,português,Universo,3.1,
Que Ninguém Nos Ouça,Cris Guerra,9788542206906,8542206908,2016,240,português,Planeta,4.2,
Luva Vermelha,Holly Black,9788579802072,8579802075,2014,368,português,Rocco,4,
Presos no Paraíso,Carlos Marcelo,9788542209877,8542209877,2017,288,português,,3.8,
Fantasmas da Rua do Medo - O Olho da Cartomante,R. L. Stine,9788532514899,8532514898,2007,91,português,Rocco,3.3,
Uma Tocha Na Escuridão,Sabaa Tahir,9788576865797,8576865793,2017,434,português,Verus,4.4,
Uma Tocha na Escuridão,Sabaa Tahir,9788576868408,8576868407,2020,434,português,Verus,4.4,
A Pedra da Demanda,Angie Sage,9788579800566,8579800560,2011,568,português,Rocco,4.2,
Coragem é agir com o coração,Fred Elboni,9788543108308,8543108306,2019,144,português,Sextante,4.1,
Coração de Mãe,Isabel Minhós Martins,9789898145048,9898145048,2011,32,português,Planeta,3.4,
Um amor conveniente,Tessa Dare,9788582356241,8582356242,2019,240,português,Gutenberg,4.2,
O segredo do Conde,Lorraine Heath,9788582355107,8582355106,2018,288,português,Gutenberg,4.3,
Doce Tensão,Leslie Kelly,9788539823123,8539823128,2017,224,português,HarperCollins,3.7,
Crescendo,Becca Fitzpatrick,9788580570090,8580570093,2011,285,português,Intrínseca,4.2,
Salsichas Galácticas,Max Brallier,9788543103662,8543103665,2016,288,português,Sextante,4.3,
Desventuras de um garoto nada comum,Rachel Renée Russell,9788576865360,857686536X,2016,320,português,Verus,3.8,
Bruxa Akata,Nnedi Okorafor,9788501114914,850111491X,2018,322,português,Galera,4.1,
Meu Livro de Perguntas,Verus,9788576864639,8576864630,2015,144,português,Verus,3.8,
Diário de uma garota nada popular,Rachel Renée Russell,9788576865087,8576865084,2016,293,português,Verus,4,
O navio dos mortos,Rick Riordan,9788551002483,8551002481,2017,368,português,Intrínseca,4.5,
O Navio dos Mortos,Rick Riordan,9788551002476,8551002473,2017,368,português,Intrínseca,4.5,
No Limiar das Colinas Sombrias,Patrick Carman,9788501078490,8501078492,2003,288,português,Galera,3.8,
Eclipse,Stephenie Meyer,9788580573633,8580573637,2009,364,português,Intrínseca,3.7,
Eclipse,Stephenie Meyer,9788598078410,8598078417,2009,464,português,Intrínseca,3.7,
Eclipse,Stephenie Meyer,9788598078557,8598078557,2009,364,português,Intrínseca,3.8,
Coração Sombrio,Tillie Cole,9786550480233,655048023X,2019,359,português,,4,
Mentirinhas Inocentes,Lauren Conrad,9788501094087,8501094080,2013,304,português,Galera,3.7,
Os forasteiros,Michelle Paver,9788580574708,8580574706,1969,304,português,Intrínseca,0,
Uma Curva No Tempo,Dani Atkins,9788580414134,858041413X,2015,240,português,Arqueiro,4.1,
Aula do Além,R. L. Stine,9788532513267,8532513263,2002,108,português,Rocco,3.5,
À Beira da Eternidade,Melissa E. Hurst,9788501114037,8501114030,2019,322,português,Galera,3.9,
Tênis ou Tiaras,Grace Dent,9788501084569,8501084565,2010,240,português,Galera,3.6,
"Garotas, Surpresas e Segredos",Cecily von Ziegesar,9788501089199,8501089192,2013,252,português,Galera,3.8,
Golias: A Revelação,Scott Westerfeld,9788501097538,8501097535,2014,464,português,Galera,4.4,
SuperPocoyo,Pocoyo,9788576655572,8576655578,2010,24,português,Planeta,5,
O Vampiro Secreto,L. J. Smith,9789896570590,9896570590,2010,256,português,Planeta,3.6,
Noite Sem Fim,Agatha Christie,9788595085480,859508548X,2020,224,português,HarperCollins,3.9,
À Distância,Paola Scott,9788552923138,8552923130,2018,320,português,,4.3,
Box Coleção Agatha Christie,Agatha Christie,9788595080355,8595080356,2017,726,português,HarperCollins,4.4,
Wink Poppy Midnight,April Genevieve Tucholke,9788501112101,8501112100,2017,224,português,Galera,3.2,
Dias de Sangue e Estrelas,Laini Taylor,9788580574067,8580574064,2013,448,português,Intrínseca,4.3,
Espiral da Morte,Derek Landy,9788501404947,8501404942,2013,448,português,Galera,4.5,
Os Trabalhos de Hércules,Agatha Christie,9788520939901,8520939902,2014,284,português,Harper,3.8,
Casamento à prova de bebês,Stacie Cockrell,9788575424902,8575424904,2007,272,português,Sextante,3.9,
Como Salvar Um Vampiro Apaixonado,Beth Fantaskey,9788580411935,8580411939,2013,272,português,Arqueiro,4,
Annie,Thomas Meehan,9788580576160,8580576164,2014,208,português,Intrínseca,4.2,
Imagina-me,Tahereh Mafi,9786556090344,6556090344,2020,368,português,Universo,3.7,
Garota Perfeita,Mary Hogan,9788501079510,8501079510,2008,222,português,Galera,3,
Longe de Você,Emily Hainsworth,9788501096241,8501096245,2014,288,português,Galera,3.7,
Um Beijo e Nada Mais,Mary Balogh,9786555650143,6555650141,2020,288,português,Arqueiro,4.3,
Um Beijo e Nada Mais,Mary Balogh,9786555650150,655565015X,2020,288,português,Arqueiro,4.3,
Gregor e o Código da Garra,Suzanne Collins,9788501081902,8501081906,2013,400,português,Galera,4.5,
Herança,Christopher Paolini,9788579801242,8579801249,2012,792,português,Rocco,4.3,
Alma,Audrey Carlan,9788576866220,8576866226,2017,224,português,Verus,3.8,
Minha vizinha Alice,Judi Curtin,9788501077837,8501077836,2005,192,português,Galera,3.7,
Prodigy,Marie Lu,9788579802065,8579802067,2014,303,português,Rocco,4.3,
À Espreita,Paola Scott,9788552923961,8552923963,2019,244,português,,4.3,
Uma Sombra Ardente e Brilhante,Jessica Cluess,9788501110954,8501110957,2017,336,português,Galera,3.9,
Deep,Kylie Scott,9788550300870,855030087X,2017,320,português,Universo,3.9,
Sexo sem amor?,Vi Keeland,9788550303987,8550303984,2019,416,português,Universo,4.1,
Um casamento conveniente,Tessa Dare,9788582355831,8582355831,2019,256,português,Gutenberg,4.4,
Amor em Pauta,Cristina Melo,9786550480172,6550480175,2019,148,português,,4.3,
A princesa em treinamento,Meg Cabot,9788501074775,8501074772,2007,315,português,Galera,4,
Minha Vida Fora de Série,Paula Pimenta,9788580620054,8580620058,2011,408,português,Gutenberg,4.5,
Ao seu lado,Kasie West,9788576867654,8576867656,2019,280,português,Verus,4.1,
Sorte Grande,Jennifer E. Smith,9788501113122,8501113123,2018,384,português,Galera,3.7,
World of Warcraft - Antes da Tempestade,Christie Golden,9788501116123,8501116122,2019,308,português,Galera,4.5,
Iniciada,Amanda Hocking,9788579801921,8579801923,2014,336,português,Rocco,4,
A Bela e a Fera. Perdida em Um Livro. Pocket,Jennifer Donnelly,9788550302157,8550302155,2019,304,português,Universo,4.6,
Era Uma Vez No Outono,Lisa Kleypas,9788580414950,8580414954,2016,288,português,Arqueiro,4.4,
As Quatro Rainhas Mortas,Astrid Scholte,9788501118271,8501118273,2019,392,português,Galera,4.1,
O Crime Mais Que Perfeito,Carlos Heitor Cony,9788501102683,8501102687,2015,144,português,Galera,4.1,
As Nove Vidas de Chloe King: Banidos,Liz Braswell,9788501097880,8501097888,2012,224,português,Galera,3.5,
Senhora do sol,Pedro Siqueira,9788543107578,8543107571,2019,240,português,Sextante,4.4,
Princesa das Cinzas,Laura Sebastian,9788580418934,8580418933,2018,352,português,Arqueiro,4,
Malévola,Elizabeth Rudnick,9788579309991,8579309999,2017,256,português,Universo,4.2,
O ritmo da vida,Matthew Kelly,9788575422076,8575422073,2006,255,português,Sextante,4.3,
os 72 nomes de deus,Yehuda Berg,9788532518132,8532518133,2004,209,português,Rocco,4.8,
Marte E Venus Juntos Para Sempre,"John Gray, Ph.D.",9788532507914,8532507913,1997,283,português,Rocco,3.5,
As Mais 4,Patrícia Barboza,9788576863267,857686326X,2014,163,português,Verus,4,
Os Mistérios de Sir Richard,Julia Quinn,9788580416688,858041668X,2017,280,português,Arqueiro,4.1,
Garotas em Festa,Cecily von Ziegesar,9788501089182,8501089184,2012,272,português,Galera,3.9,
Meu jeito de dizer que te amo,Anderson Cavalcante,9788575429440,8575429442,2013,84,português,Sextante,4.2,
Faça do coaching um hábito,Michael Bungay Stanier,9788543108223,8543108225,2019,224,português,,3.7,
Grana ou Drama,Grace Dent,9788501082664,850108266X,2011,240,português,Galera,4.1,
Guia Técnico de Redes Windows,Tadeu Carmona,9788578730444,8578730445,2009,143,português,Universo,3.8,
o segredo do castelo cant,K. P. Bath,9788532522177,8532522173,2007,304,português,Rocco,3.5,
1919,John Dos Passos,9788532500076,8532500072,1989,398,português,Rocco,4.2,
120 Horas,Luis Eduardo Matta,9788576651086,8576651084,2018,437,português,,4,
1808 - Caixa,Laurentino Gomes,9788576654216,8576654210,2018,,português,,0,
1808 - capa dura,Laurentino Gomes,9788576658603,8576658607,2018,367,português,,3.5,
"1808 : Como Uma Rainha Louca , Um Príncipe Medroso E Uma Corte Corrupta Enganaram Napoleão E Mudaram A História De Portugal E Do Brasil",Laurentino Gomes,9788576659204,8576659204,2012,,português,,0,
9º Julgamento,James Patterson,9788580412321,8580412323,2014,192,português,Arqueiro,4,
A Aguarrás do Tempo,Luiz Costa Lima,9788532503220,8532503225,1989,363,português,Rocco,0,
A arte da meditação,Daniel Goleman,9788586796180,8586796182,1999,98,português,Sextante,3.5,
A Arte de Lidar com Pessoas,Jamil Lopes de Albuquerque,9788542211054,8542211057,2017,144,português,,4,
A ascensão do dinheiro,Niall Ferguson,9788542211207,8542211200,2017,410,português,,3.8,
A Bala Perdida e o Violino,Regina Gulla,9788576658160,857665816X,2012,40,português,,0,
A batalha do labirinto,Rick Riordan,9788580570847,8580570840,2011,392,português,Intrínseca,5,
A Beleza na Ortomolecular,Heloisa Bernardes,9788576658900,8576658909,2014,224,português,,2.5,
"A bola, o Beto e a Bela",Laura van Boekel Cheola,9788562500008,8562500003,2009,24,português,Rocco,0,
A Caravana do Oriente,Fabio Sombra,9788561384449,8561384441,2008,126,português,Rocco,3,
A Casa das Marés,Jojo Moyes,9788551002407,8551002406,2017,320,português,Intrínseca,3.9,
A Cidade dos Ossos,Cassandra Clare,9789897772542,9897772545,2019,448,português,,4.2,
A coisa - V.2,Stephen King,9788574796598,857479659X,2004,340,português,Planeta,4.4,
A Convenção Das Aves,Ransom Riggs,9788551006245,855100624X,2020,320,português,Intrínseca,4.3,
A dieta do corredor,Suzana Bonumá,9788576659747,8576659743,2013,176,português,,0,
A Espanhola Inglesa,Miguel de Cervantes,9788532502902,8532502903,1988,97,português,Rocco,3.8,
A extraordinária História do Brasil - Volume 1,Daniel Rodrigues Aurélio,9788579301001,8579301009,2010,96,português,Universo,4.1,
A Extraordinária História do Brasil vol. 2,Daniel Rodrigues Aurélio,9788579301131,8579301130,2010,93,português,Universo,4,
A Extraordinária História do Brasil vol. 3,Daniel Rodrigues Aurélio,9788579301308,8579301300,2010,109,português,Universo,4.2,
A Geração da Utopia,Pepetela,9789727474127,9727474128,2000,316,português,Planeta,4.4,
A Guerra dos Cem Anos,Albert Barillé,9788439568193,8439568193,2001,31,português,,0,
A Hora do Vampiro,Stephen King,9788574796840,8574796840,2005,270,português,Planeta,4.2,
A Ilha do Tesouro,Robert Louis Stevenson,9788599187401,8599187406,2007,224,português,Universo,3.8,
A Loja de Tudo. Jeff Bezos e a Era da Amazon (edição exclusiva Amazon),Brad Stone,9788551004739,8551004735,2019,400,português,Intrínseca,3.9,
A Magia,Rhonda Byrne,9788543100173,8543100178,2014,249,português,Sextante,0,
A Majestade Do Xingu,Moacyr Scliar,9788574796789,8574796786,2020,216,português,,0,
A maldição do Titã,Rick Riordan,9788580570250,8580570255,2011,336,português,Intrínseca,5,
A mulher silenciosa,A. S. A. Harrison,9788580575125,8580575125,1969,256,português,Intrínseca,3.1,
A Pax Romana,Albert Barillé,9788439568131,8439568134,2001,30,português,,0,
A Praça e a Torre,Niall Ferguson,9788542215489,8542215486,2019,608,português,,0,
A Primavera dos Povos,Albert Barillé,9788439568292,8439568290,2001,31,português,,0,
A Primeira Guerra Mundial,Albert Barillé,9788439568308,8439568304,2001,31,português,,0,
A profecia das sombras,Rick Riordan,9788551001721,8551001728,2017,336,português,Intrínseca,4.3,
A química,Stephenie Meyer,9788551000915,8551000918,2016,496,português,Intrínseca,0,
A Revolução Francesa e Napoleão,Albert Barillé,9788439568285,8439568282,2001,31,português,,0,
A Sabedoria do Papa,Matthew E. Bunson,9788532507785,8532507786,1997,163,português,Rocco,0,
A Segunda Guerra Mundial,Albert Barillé,9788439568315,8439568312,2001,31,português,,0,
A Sutil Arte de Ligar o F*da-se,Manson Mark,9788551004333,8551004336,2019,158,português,Intrínseca,3.6,
A Vida é Bela,Dominique Glocheux,9788575425442,8575425447,2010,73,português,Sextante,3.9,
A vida exemplar de Rita Capuchon,Françoise Xenakis,9788532500267,8532500269,1990,156,português,Rocco,0,
A volta ao mundo em 80 dias,Júlio Verne,9788599187371,8599187376,2006,238,português,Universo,4.1,
A Voz Da Sereia Volta Neste Livro * Acompanha Adesivo Exclusivo Autografado *,Amanda Lovelace,9788542217797,8542217799,2019,208,português,,4,
ABC do lavrador e outros cantos,Silvio Romero,9788532516121,8532516122,2003,48,português,Rocco,3.4,
Acampamento dos Horrores,Robert Lawrence Stine,9788561384654,8561384654,2009,144,português,Rocco,3.3,
Administração de Empresas com Excel,Eduardo Moraz,9788578731434,8578731433,2011,128,português,Universo,0,
Adorável Cretino 1 E 2 Vira-vira - Pocket,Camila Ferreira,9788550302263,8550302260,2019,512,português,Universo,3.8,
Aí Vai Meu Coração,Ana Luiza Martins,9788574796963,8574796964,2015,245,português,,4.2,
Alan Kardec Essencial,Allan Kardec,9788542210934,854221093X,2017,336,português,,5,
Alerta de Risco,Neil Gaiman,9788551000311,8551000314,2016,304,português,Intrínseca,0,
Algaravias,Waly Salomão,9788532522405,8532522408,2007,83,português,Rocco,4.3,
Aliança do crime,Dick Lehr,9788580578294,8580578299,2015,424,português,Intrínseca,0,
América do Norte,Albert Barillé,9788439568278,8439568274,2001,31,português,,0,
Amigos de Verdade,BTG,9788575424131,8575424130,2006,48,português,Sextante,4.3,
Amina,Françoise Gange,9782207230299,2207230295,1984,143,português,Rocco,0,
Amnésia,Jennifer Rush,9788582351130,8582351135,2014,240,português,Gutenberg,4.1,
Amor & Gelato,Jenna Evans Welch,9788551002346,8551002341,2017,320,inglês,Intrínseca,4.6,
Amor de beduíno,Malba Tahan,9788501061409,8501061409,2011,112,português,Verus,3.5,
Amor que Transforma,Lu Alckmin,9788542211368,8542211367,2017,192,português,,4.3,
And then he kissed her,Laura Lee Guhrke,9780061736551,61736554,2007,207,inglês,HarperCollins,4.3,
Angus,Orlando Paes Filho,9788589885492,8589885496,2004,239,português,Planeta,3.4,
Aniquilação,Jeff VanderMeer,9788580575644,8580575648,2014,200,português,Intrínseca,3.5,
Anos 80 de A a Z,Rodrigo Rudiger,9788599187036,8599187031,2005,96,português,Universo,3.6,
"Ao Meu Ídolo, com Amor",Mariana Pereira,9788579307140,8579307147,2014,328,,Universo,3.5,
AO PROFESSOR,RUBEM ALVES,9788576860754,8576860759,2010,62,português,Verus,0,
Aprenda A Confiar Em Si Mesmo - Em Uma Semana,Dena Michelli,9788576651611,8576651610,2017,99,português,,0,
Aprenda as chaves da inteligência emocional,Jill Dann,9788576650539,8576650533,2005,102,português,,0,
Aprendendo a vencer o medo,Louise Hay,9788575421147,857542114X,2004,53,português,Sextante,3.5,
Ariel e a pérola da sabedoria,Paul RUDItis,9788550300993,8550300993,2019,288,português,Universo,4,
As Conquistas do Islã,Albert Barillé,9788439568148,8439568142,2001,31,português,,0,
AS CRIANÇAS APRENDEM O QUE VIVENCIAM,Harris,9788575424957,8575424955,2009,144,português,Sextante,4,
As Cruzadas,Albert Barillé,9788439568179,8439568177,2001,31,português,,0,
As Delícias da Fofoca,Cecily von Ziegesar,9788501069771,8501069779,2010,253,português,Galera,3.4,
As dez orações que Deus sempre atende 3 º edição,Anthony Destefano,9788542208986,8542208986,2016,224,português,,0,
As doze tribos de Hattie,Ayana Mathis,9788580574937,8580574935,1969,,português,Intrínseca,3.5,
As Estações do Ano - Coleção Meus Primeiros Sons,Vários Autores,9788576656579,8576656574,2011,8,português,,0,
As Extraordinárias Cores Do Amanhã - Pocket,Emily X. R. Pan,9788550303932,8550303933,2019,432,português,Universo,4.7,
As idades da Mulher,Dr. Luis Gutiérrez Serantes,9788576651789,8576651785,2006,264,português,Planeta,3,
As Novas Confissões,William Boyd,9788532500373,8532500374,1990,640,português,Rocco,4.5,
As profecias,René Bartillac,9788576650904,8576650908,2005,184,português,Planeta,3,
As Regras de Ouro dos Casais Saudáveis,Augusto Cury,9788542206982,8542206983,2020,,português,,4.5,
As Rosas Inglesas,Madonna,9788532515896,8532515894,2003,48,português,Rocco,3.7,
"As Suplicantes, Os Persas, Os Sete Contra Tebas",Ésquilo,9789727477166,972747716X,2003,425,português,Planeta,3,
As Viagens de Marco Polo,Albert Barillé,9788439568186,8439568185,2001,29,português,,0,
Autos e Farsas,Gil Vicente,9789727476947,9727476945,2003,439,português,Planeta,3.9,
Ave Maria - O Santo Padre comenta o mistério de Maria com as palavras da oração mais amada,Papa Francisco,9788542216165,8542216164,2019,,português,,5,
Aventuras e Rock na Vila Tornasol,Bondi Band,9788542200782,8542200780,2013,24,português,,0,
Betinho,Carla Rodrigues,9788576653011,857665301X,2007,303,português,Planeta,3.9,
"Bilionários por acaso: A criação do facebook, uma história de sexo, dinheiro, genialidade e traição",Bem Mezrich,9788580570779,8580570778,2012,,português,Intrínseca,4,
Bird Box : Caixa De Pássaros - Edição Especial,Josh Malerman,9788551004937,855100493X,2019,320,português,Intrínseca,4.4,
Black Hammer 2: O Evento + Pôsters,Jeff Lemire,9788551004036,8551004034,2018,176,português,Intrínseca,4.5,
Box - Mario Sergio Cortella - 2 Volumes,Mario Sergio Cortella,9788542212112,8542212118,2017,356,português,,4.1,
Box As Peças Infernais 3 volumes,Cassandra Clare,9788501119612,850111961X,2020,1114,português,Galera,5,
Box Coleção Ditadura,Elio Gaspari,9788580579499,858057949X,2016,,português,Intrínseca,0,
Box Monja Coen - Vol. 3,Monja Coen,9788542218121,8542218124,2019,,português,,0,
BOX Nada a perder,Edir Macedo,9788542204520,8542204522,2014,714,português,,0,
Box Trilogia Verão: Box com 3 volumes da coleção,Jenny Han,9788551004722,8551004727,2019,736,português,Intrínseca,4,
Brasil: Primeiro Tempo,Aloizio Mercadante,9788576651642,8576651645,2006,286,português,Planeta,2.3,
Brida,Paulo Coelho,9788532505897,8532505899,1995,128,português,Rocco,3.6,
Brincando de Folclore,Maurício de Souza,9788539405688,8539405687,2012,8,português,Planeta,3,
Brincando de Folclore,Maurício de Souza,9788539405695,8539405695,2012,7,português,Planeta,3.1,
Bubble Gum,Lollita Pille,9788598078045,8598078042,2005,269,português,Intrínseca,3.6,
Buracos Negros,Stephen Wawking,9788551001004,8551001000,2017,64,português,Intrínseca,3.9,
Cachorros do Céu,Wilson Bueno,9788589885768,8589885763,2005,93,português,Planeta,4,
Café Da Manhã Dos Campeões,Kurt Vonnegut,9788551005811,8551005812,2019,400,português,Intrínseca,0,
Carlos Diegues,Silvia Oroz,9788532503664,8532503667,1984,181,português,Rocco,3.5,
Carrossel,Vários Autores,9788550300238,8550300233,2016,128,português,Universo,0,
Casa das estrelas: O universo pelo olhar das crianças,Javier Naranjo,9788542217513,8542217519,2019,144,português,,4.3,
Casa de Loucos,João Antonio,9788532504678,8532504671,1994,152,português,Rocco,3.7,
Catástrofe: 1914: a Europa vai à guerra,Max Hastings,9788580575064,8580575060,2014,704,português,Intrínseca,0,
Chantagem Emocional,Susan Forward,9788532508195,8532508197,1998,301,português,Rocco,4,
Chique e Ser Saudável. O Prazer de uma Alimentação sem Culpa,Heloisa Bernardes,9788576657286,8576657287,2011,187,português,,0,
Ciência para ficar rico,Wallace D. Wattles,9788599187876,8599187872,2008,94,português,Universo,3.7,
Coisas que eu diria a minha filha,Cristiane Costa,9788574796321,8574796328,2003,134,português,Planeta,3.5,
Coleção Eu Me Chamo Antonio,Pedro Gabriel,9788551004562,8551004565,1969,,português,Intrínseca,5,
Colecao Jojo Moyes,Jojo Moyes,9788551005606,855100560X,2019,1040,português,Intrínseca,4,
Coleção R.J. Palácio,R.J. Palacio,9788551005354,8551005359,2019,,português,Intrínseca,0,
Coletânea - Memórias De Carlota Joaquina E A Biografia Intima De Leopo,Marsilio Cassotti,9788542212686,8542212681,1969,,português,,0,
"Com amor, Simon",Becky Albertalli,9788580578935,8580578930,2016,272,português,Intrínseca,4.3,
Como conseguir um emprego e descobrir sua profissão ideal,Richard N. Bolles,9788586796449,8586796441,1996,352,português,Sextante,3.6,
Como Controlar as Dores no Corpo,Dra Anjali Arora,9788579301896,8579301890,2011,96,português,Universo,0,
Como falar em público,Vanessa Freitas,9788579300691,857930069X,2009,128,português,Universo,2.9,
Como Fazer Alguém Se Apaixonar por Você em Até 90 Minutos. Pocket,Nicholas Boothman,9788550303130,8550303135,2018,304,português,Universo,2.8,
Como Morremos,sherwin b. nuland,9788532505323,8532505325,1995,286,português,Rocco,4.3,
Como não ser um babaca,Meghan Doherty,9788580577334,8580577330,2015,192,português,Intrínseca,4.4,
Como Obter Exito Nas Vendas Por Telefone,Patrick Forsyth,9788576650379,8576650371,2017,112,português,,0,
Como proteger seu casamento quando os sogros são um problema,Susan Forward,9788532516824,8532516823,2004,238,português,Rocco,5,
Como Reter E Fidelizar Clientes,Jane Smith,9788576650546,8576650541,2017,104,português,,0,
Como Se Dar Bem Com O Seu Chefe - Habilidades Diretivas,Sandi Mann,9788576650850,8576650851,2019,112,português,,0,
Como Steve Jobs virou Steve Jobs,Brent Schlender e Rick Tetzeli,9788580577907,858057790X,2015,480,português,Intrínseca,0,
Contos Peculiares,Ransom Riggs,9788551000526,8551000527,2016,208,português,Intrínseca,3.7,
Conversas Sobre Educação,Rubem Alves,9788587795434,8587795430,2010,123,português,Verus,4.2,
Counter-Strike Desvendado,Ricardo Caetano,9788550300801,8550300802,2016,144,português,Universo,2.3,
Cozinhar,Michael Pollan,9788580575804,858057580X,2014,448,português,Intrínseca,3.5,
Criação de sites profissionais em ASP,Herbert Moroni,9788560480579,8560480579,2007,156,português,Universo,5,
Crônicas - Volume 1,Bob Dylan,9788542208979,8542208978,2016,328,português,,0,
Curso Pratico de Montagem e Manutenção de Redes,Milton Chicoli,9788560480890,8560480897,2008,128,português,Universo,3.5,
Curso prático de Violão,Evandro Pichirilli,9788579301063,8579301068,2010,100,português,Universo,3.5,
Curso prático de Violão,Evandro Pichirilli,9788579301070,8579301076,2010,100,português,Universo,0,
"Curupiras, sacis e outras criaturas fantásticas das florestas",Fábio Sombra,9788561384319,856138431X,2009,104,português,Rocco,4,
De Tudo que Mora em Mim,Gabriel Chalita,9788576658467,8576658461,2012,77,português,Planeta,3.5,
Décadas de espanto e uma apologia democrática,Wanderley Guilherme dos Santos,9788532509222,8532509223,1998,196,português,Rocco,4,
Deixa Eu Te Contar Uma História,Jorge Bucay,9788574796987,8574796980,2003,239,português,,0,
Descendentes 2. Pocket,Eric Geron,9788550302164,8550302163,2018,208,português,Universo,0,
Descubra O Seu Destino,Tiago Brunet,9788542218053,8542218051,2019,192,português,Planeta,4.8,
Dez argumentos para você deletar agora suas redes sociais,Jaron Lanier,9788551003961,8551003968,2018,145,português,Intrínseca,3.5,
DIARIO DA CAROL - 1,STANISIERE,9788576656449,8576656442,2011,,português,,0,
Do Átomo ao Buraco Negro,Schwarza,9788542213676,854221367X,2018,272,português,,4.4,
Do Jeito Que Eu Gosto,Cecily von Ziegesar,9788501072498,8501072494,2009,270,português,Galera,3.6,
DO YOU SPEAK ENGLISH?,Thiago Materia,9788579306990,857930699X,2014,124,português,Universo,4.3,
Dominando o vício: a solução espiritual,Deepak Chopra,9788532508355,8532508359,1998,142,português,Rocco,2.7,
Dossiê Hitler,Sérgio Pereira Couto,9788599187548,8599187546,,128,português,Universo,3.8,
DUPLICADO Este é o Mar,Mariana Enriquez,9788551005019,8551005014,2020,,português,Intrínseca,0,
E Se Fosse A Gente?,Becky Albertalli,9788551004890,8551004891,2019,352,português,Intrínseca,4.1,
Edenbrooke,Julianne Donaldson,9788550301556,8550301558,2017,304,inglês,Universo,4,
Educação dos Sentidos e mais ...,Rubem Alves,9780000170996,170992,2011,126,português,Verus,4.2,
Egitomania,Vários,9788574792552,8574792551,2001,240,português,,0,
Egitomania,Vários,9788574792569,857479256X,2001,240,português,,0,
Egitomania,Vários,9788574792583,8574792586,2001,240,português,,0,
Egitomania,Vários,9788574792590,8574792594,2001,240,português,,0,
"Egitomania: o fascinante mundo do antigo Egito, vol. 32",Vários,9788574797427,8574797421,2006,60,português,Planeta,4,
Elizabeth I e o Grande Século Inglês,Albert Barillé,9788439568223,8439568223,2001,31,português,,0,
Elon Musk,Ashlee Vance,9788580578300,8580578302,2015,,português,Intrínseca,4.5,
Em Busca de Francisco,Ian Morgan Cron,9788543100265,8543100267,2014,208,português,Sextante,4,
Empatia,Harvard Business Review,9788543108544,8543108543,2019,144,português,,4.1,
Emprego,Luiz Alberto de Paula Rodrigues,9788589885379,8589885372,2004,149,português,Planeta,3.5,
Encontre Deus na Cabana,Randal Rauser,9788576656975,8576656973,2007,174,português,,0,
Endgame: A chave do céu,James Frey,9788580577884,8580577888,2015,512,português,Intrínseca,0,
Então você que ser escritor?,Miguel Sanches Neto,9788576861676,8576861674,2012,224,português,Verus,3.3,
Escola de equitação para moças,Anton Disclafani,9788580575286,8580575281,2014,336,português,Intrínseca,4,
Espinha Dorsal da Memória,Bráulio Tavares,9788532506726,8532506720,1996,158,português,Rocco,4.2,
Espiritualidade,Leonardo Boff,9788586796852,8586796859,2001,94,português,Sextante,4.2,
Espiritualidade: um Caminho de Transformação,Leonardo Boff,9788575422229,8575422227,2008,60,português,Sextante,4,
Esse amor de todos nós,Marina Colasanti,9788532511676,8532511678,2000,232,português,Rocco,3,
essencialismo,greg mckeown,9788543102146,8543102146,2015,272,português,Sextante,4,
Estopinha. A Autobiografia da Vira-Lata Mais Amada do Brasil,Estopinha Rossi,9788542211764,8542211766,2017,160,português,,4.8,
Estrelas do Mundial,Vários Autores,9788542203431,8542203437,2014,64,português,,0,
Eu posso fazer você emagrecer,Paul McKenna,9788575428337,8575428330,2012,144,português,Sextante,3.8,
Eu sou dinamite!,Sue Prideaux,9788542216516,8542216512,2019,440,português,,0,
"Eu Te Amo, Phillip Morris",Steve McVicker,9788576654469,8576654466,2009,251,português,Planeta,3.5,
Felicidade,Harvard Business Review,9788542217001,8542217004,2019,160,português,,3.8,
Feliz Dia da Escova!,Vários Autores,9788576653523,8576653524,2007,24,português,,5,
Ferramentas dos Titãs,Tim Ferriss,9788551002520,855100252X,2018,768,português,Intrínseca,0,
Fevereiro,Eveline Sin,9788592366414,8592366410,2018,68,português,Independente,4,
Filhos do Universo,Osho,9788587795878,8587795872,2007,114,português,Verus,4.3,
Five Nights at Freddy's. Olhos Prateados,Scott Cawthon,9788551001462,8551001469,2017,368,português,Intrínseca,4.1,
Fragilidade Absoluta - Ensaios Sobre Psicanálise E Contemporaneidade,Giovanna Bartucci,9788576651277,8576651270,2008,238,português,,0,
Frederic and Elfrida,Jane Austen,9783905493313,3905493314,2019,11,português,Martin,0,
GARIMPO ou GESTÃO,José Lutzenberger,9788561797034,8561797037,2009,203,português,Planeta,4.3,
Garota exemplar,Gillian Flynn,9788580572896,8580572894,2013,448,português,Intrínseca,4.5,
